Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
00694;Cercy-la-Tour;Cercy-la-Tour;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Cercy-la-Tour;58340;Cercy-la-Tour;58-046;Nièvre;Bourgogne-Franche-Comté;3.6452029;46.8578816;0087696492;CLT;c;1;;;;46.8578816, 3.6452029
00696;Béard;Béard;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Béard;58160;Béard;58-025;Nièvre;Bourgogne-Franche-Comté;3.3179944;46.8652207;0087696468;BVE;c;1;;;;46.8652207, 3.3179944
00703;Bessay;Bessay;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Bessay;03340;Bessay-sur-Allier;03-025;Allier;Auvergne-Rhône-Alpes;3.3606477;46.4435849;0087696336;BSS;c;1;;;;46.4435849, 3.3606477
00706;Chantenay-Saint-Imbert;Chantenay-Saint-Imbert;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Chantenay-Saint-Imbert;58240;Chantenay-Saint-Imbert;58-057;Nièvre;Bourgogne-Franche-Comté;3.1720842;46.7283203;0087696302;CXI;c;1;;;;46.7283203, 3.1720842
00710;Pougues-les-Eaux;Pougues-les-Eaux;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Pougues-les-Eaux;58320;Pougues-les-Eaux;58-214;Nièvre;Bourgogne-Franche-Comté;3.0940304;47.0767837;0087696211;PSU;c;1;;;;47.0767837, 3.0940304
00711;Tronsanges;Tronsanges;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Tronsanges;58400;Tronsanges;58-298;Nièvre;Bourgogne-Franche-Comté;3.0541532;47.113029;0087696203;TSG;c;1;;;;47.113029, 3.0541532
00718;Nevers;Nevers;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Nevers;58000;Nevers;58-194;Nièvre;Bourgogne-Franche-Comté;3.150743;46.987282;0087696005;NVS;a;2;;;;46.987282, 3.150743
00720;Saint-Agnan;Saint-Agnan;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Saint-Agnan;71160;Saint-Agnan;71-382;Saône-et-Loire;Bourgogne-Franche-Comté;3.8788002;46.5020038;0087694851;XAN;c;1;;;;46.5020038, 3.8788002
00726;Ciry-le-Noble;Ciry-le-Noble;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Ciry-le-Noble;71420;Ciry-le-Noble;71-132;Saône-et-Loire;Bourgogne-Franche-Comté;4.2997146;46.6040913;0087694646;CYL;c;1;;;;46.6040913, 4.2997146
00727;Galuzot;Galuzot;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Galuzot;71230;Saint-Vallier;71-486;Saône-et-Loire;Bourgogne-Franche-Comté;4.3300578;46.6421069;0087694638;GLZ;c;1;;;;46.6421069, 4.3300578
00738;Cheilly-lès-Maranges;Cheilly-lès-Maranges;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Cheilly-lès-Maranges;71150;Cheilly-lès-Maranges;71-122;Saône-et-Loire;Bourgogne-Franche-Comté;4.6758424;46.8924768;0087694398;CJL;c;1;;;;46.8924768, 4.6758424
00741;Marmagne sous Creusot;Marmagne sous Creusot;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Marmagne sous Creusot;71710;Marmagne;71-282;Saône-et-Loire;Bourgogne-Franche-Comté;4.3601911;46.8334607;0087694182;MMS;c;1;;;;46.8334607, 4.3601911
00747;Le Creusot;Le Creusot;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;;1;1;Le Creusot;71200;Creusot;71-153;Saône-et-Loire;Bourgogne-Franche-Comté;4.4304403;46.807815;0087694000;LCR;b;1;;;;46.807815, 4.4304403
00749;Vauzelles;Vauzelles;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;;1;1;Vauzelles;58640;Varennes-Vauzelles;58-303;Nièvre;Bourgogne-Franche-Comté;3.1342094;47.0013565;0087691469;VZE;c;1;;;;47.0013565, 3.1342094
00001;Lycée Henri Sellier;Lycée Henri Sellier;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Lycée Henri Sellier;93190;Livry-Gargan;93-046;Seine-Saint-Denis;Île-de-France;2.51504;48.91646;0087988717;LHS;b;;;;;48.91646, 2.51504
00009;Sainte-Léocadie;Sainte-Léocadie;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Sainte-Léocadie;66800;Sainte-Léocadie;66-181;Pyrénées-Orientales;Occitanie;2.0104348;42.4411844;0087784850;XLE;c;1;;;;42.4411844, 2.0104348
00010;Err;Err;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Err;66800;Err;66-067;Pyrénées-Orientales;Occitanie;2.0290375;42.442777;0087784843;ERR;c;1;;;;42.442777, 2.0290375
00014;Bolquère - Eyne;Bolquère - Eyne;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Bolquère - Eyne;66210;Cabanasse;66-027;Pyrénées-Orientales;Occitanie;2.0875591;42.4978734;0087784801;BQE;c;1;;;;42.4978734, 2.0875591
00016;Planès;Planès;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Planès;66210;Planès;66-142;Pyrénées-Orientales;Occitanie;2.1369269;42.5009185;0087784785;PNW;c;1;;;;42.5009185, 2.1369269
00017;Sauto;Sauto;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Sauto;66210;Sauto;66-192;Pyrénées-Orientales;Occitanie;2.1600389;42.5063705;0087784777;TOX;c;1;;;;42.5063705, 2.1600389
00021;Nyer;Nyer;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Nyer;66360;Nyer;66-123;Pyrénées-Orientales;Occitanie;2.2630177;42.5416979;0087784736;NYE;c;1;;;;42.5416979, 2.2630177
00027;Prades - Molitg-les-Bains;Prades - Molitg-les-Bains;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Prades - Molitg-les-Bains;66500;Prades;66-149;Pyrénées-Orientales;Occitanie;2.4294184;42.6170988;0087784637;PDS;c;1;;;;42.6170988, 2.4294184
00028;Marquixanes;Marquixanes;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Marquixanes;66320;Marquixanes;66-103;Pyrénées-Orientales;Occitanie;2.4858388;42.6428224;0087784629;MQG;c;1;;;;42.6428224, 2.4858388
00029;Vinça;Vinça;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Vinça;66320;Vinça;66-230;Pyrénées-Orientales;Occitanie;2.5276163;42.6481368;0087784611;VCA;c;1;;;;42.6481368, 2.5276163
00031;Millas;Millas;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Millas;66170;Millas;66-108;Pyrénées-Orientales;Occitanie;2.6937502;42.6888961;0087784546;MYR;c;1;;;;42.6888961, 2.6937502
00048;Le Bruel;Le Bruel;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Le Bruel;48056;Esclanèdes;48-056;Lozère;Occitanie;3.358325;44.4813286;0087783548;BWQ;c;1;;;;44.4813286, 3.358325
00070;Ceilhes - Roqueredonde;Ceilhes - Roqueredonde;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Ceilhes - Roqueredonde;34260;Roqueredonde;34-233;Hérault;Occitanie;3.1551583;43.8122656;0087781542;COQ;c;1;;;;43.8122656, 3.1551583
00075;Nissan;Nissan;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Nissan;34440;Nissan-lez-Enserune;34-183;Hérault;Occitanie;3.116678;43.2955681;0087781179;NIS;c;1;;;;43.2955681, 3.116678
00078;Leucate la Franqui;Leucate la Franqui;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Leucate la Franqui;11370;Leucate;11-202;Aude;Occitanie;3.0128555;42.9327725;0087781088;LEU;c;1;;;;42.9327725, 3.0128555
00079;Port-la-Nouvelle;Port-la-Nouvelle;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Port-la-Nouvelle;11210;Port-la-Nouvelle;11-266;Aude;Occitanie;3.0388188;43.0199342;0087781062;PLN;c;1;;;;43.0199342, 3.0388188
00086;Vauvert;Vauvert;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Vauvert;30600;Vauvert;30-341;Gard;Occitanie;4.270165;43.6950375;0087775817;VAT;c;1;;;;43.6950375, 4.270165
00097;Saint-Geniès-de-Malgoirès;Saint-Geniès-de-Malgoirès;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Saint-Geniès-de-Malgoirès;30190;Saint-Geniès-de-Malgoirès;30-255;Gard;Occitanie;4.2149416;43.9501684;0087775361;XGE;c;1;;;;43.9501684, 4.2149416
00098;Nozières - Brignon;Nozières - Brignon;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Nozières - Brignon;30190;Brignon;30-053;Gard;Occitanie;4.2072916;43.9760134;0087775353;NOZ;c;1;;;;43.9760134, 4.2072916
00099;Boucoiran;Boucoiran;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Boucoiran;30190;Boucoiran-et-Nozières;30-046;Gard;Occitanie;4.187634;43.9926943;0087775346;BKW;c;1;;;;43.9926943, 4.187634
00102;La Levade;La Levade;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;La Levade;30110;Grand-Combe;30-132;Gard;Occitanie;4.0102736;44.228602;0087775247;LLE;c;1;;;;44.228602, 4.0102736
00108;Chasseradès;Chasseradès;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Chasseradès;48250;Chasseradès;48-040;Lozère;Occitanie;3.8399319;44.5539847;0087775148;CJD;c;1;;;;44.5539847, 3.8399319
00115;Manduel - Redessan;Manduel - Redessan;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Manduel - Redessan;30129;Manduel;30-155;Gard;Occitanie;4.4793827;43.8264863;0087775064;UEL;c;1;;;;43.8264863, 4.4793827
00120;Vic - Mireval;Vic - Mireval;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Vic - Mireval;34110;Vic-la-Gardiole;34-333;Hérault;Occitanie;3.7994505;43.5007687;0087773531;VIC;c;1;;;;43.5007687, 3.7994505
00123;Saint-Aunès;Saint-Aunès;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Saint-Aunès;34130;Saint-Aunès;34-240;Hérault;Occitanie;3.9628994;43.6354383;0087773465;XAU;c;1;;;;43.6354383, 3.9628994
00124;Baillargues;Baillargues;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Baillargues;34670;Baillargues;34-022;Hérault;Occitanie;4.0071585;43.6533234;0087773457;BGU;c;1;;;;43.6533234, 4.0071585
00129;Sète;Sète;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Sète;34200;Sète;34-301;Hérault;Occitanie;3.696560;43.412485;0087773200;STE;a;2;;;;43.412485, 3.69656
00132;Monteux;Monteux;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;;;1;1;Monteux;84170;Monteux;84-080;Vaucluse;Provence-Alpes-Côte d'Azur;4.9947813;44.0374619;0087765818;;c;;;;;44.0374619, 4.9947813
00141;Tarascon;Tarascon;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Avignon;;1;1;Tarascon;13150;Tarascon;13-108;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;4.657206;43.801331;0087765354;TCN;b;1;;;;43.801331, 4.657206
00143;Bédarrides;Bédarrides;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Avignon;;1;1;Bédarrides;84370;Bédarrides;84-016;Vaucluse;Provence-Alpes-Côte d'Azur;4.8931321;44.0407636;0087765198;BDR;c;1;;;;44.0407636, 4.8931321
00145;Orange;Orange;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Avignon;;1;1;Orange;84100;Orange;84-087;Vaucluse;Provence-Alpes-Côte d'Azur;4.819594;44.137304;0087765107;OGE;b;2;;;;44.137304, 4.819594
00152;Montélimar;Montélimar;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Montélimar;26200;Montélimar;26-198;Drôme;Auvergne-Rhône-Alpes;4.744792;44.559079;0087764001;MTR;a;2;;;;44.559079, 4.744792
00160;Veynes Dévoluy;Veynes Dévoluy;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Gap;;1;1;Veynes Dévoluy;05400;Veynes;05-179;Hautes-Alpes;Provence-Alpes-Côte d'Azur;5.815764;44.5320046;0087763300;VDY;c;1;;;;44.5320046, 5.815764
00162;Valence TGV Rhône-Alpes Sud;Valence TGV Rhône-Alpes Sud;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Valence TGV Rhône-Alpes Sud;26958;Alixan;26-004;Drôme;Auvergne-Rhône-Alpes;4.978703;44.991545;0087763029;VAL;a;2;;;;44.991545, 4.978703
00167;Saillans;Saillans;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Saillans;26340;Saillans;26-289;Drôme;Auvergne-Rhône-Alpes;5.1940397;44.6944365;0087761817;SIA;c;1;;;;44.6944365, 5.1940397
00171;Vinay;Vinay;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Vinay;38470;Vinay;38-559;Isère;Auvergne-Rhône-Alpes;5.41005;45.20797;0087761726;VNA;b;1;;;;45.20797, 5.41005
00178;Tain-l'Hermitage - Tournon;Tain-l'Hermitage - Tournon;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Tain-l'Hermitage - Tournon;26600;Tain-l'Hermitage;26-347;Drôme;Auvergne-Rhône-Alpes;4.839967;45.072183;0087761163;TAI;b;1;;;;45.072183, 4.839967
00144;Courthézon;Courthézon;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Avignon;;1;1;Courthézon;84350;Courthézon;84-039;Vaucluse;Provence-Alpes-Côte d'Azur;4.8881802;44.0899478;0087765180;CTZ;c;1;;;;44.0899478, 4.8881802
00180;Saint-Rambert-d'Albon;Saint-Rambert-d'Albon;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Saint-Rambert-d'Albon;26140;Saint-Rambert-d'Albon;26-325;Drôme;Auvergne-Rhône-Alpes;4.810849;45.297797;0087761106;SRA;b;1;;;;45.297797, 4.810849
00181;Valence;Valence;Oui;Non;AG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG EEV drôme Ardèche;;1;1;Valence;26000;Valence;26-362;Drôme;Auvergne-Rhône-Alpes;4.893273;44.928049;0087761007;VCE;b;2;;;;44.928049, 4.893273
00190;Juan les Pins;Juan les Pins;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Juan les Pins;06160;Antibes;06-004;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.111440;43.570896;0087757666;JAE;b;1;;;;43.570896, 7.11144
00202;Fréjus - Saint-Raphael Autotrain;Fréjus - Saint-Raphael Autotrain;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Fréjus - Saint-Raphael Autotrain;83700;Fréjus;83-061;Var;Provence-Alpes-Côte d'Azur;6.7551022;43.4288632;0087757518;;c;1;;;;43.4288632, 6.7551022
00203;Fréjus;Fréjus;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Fréjus;83600;Fréjus;83-061;Var;Provence-Alpes-Côte d'Azur;6.732941;43.432032;0087757500;FRJ;b;1;;;;43.432032, 6.732941
00205;Tende;Tende;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Tende;06430;Tende;06-163;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.5941608;44.089922;0087756882;TND;c;1;;;;44.089922, 7.5941608
00209;Breil-sur-Roya;Breil-sur-Roya;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Breil-sur-Roya;06540;Breil-sur-Roya;06-023;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.5163276;43.944039;0087756833;BRE;c;1;;;;43.944039, 7.5163276
00212;L'Escarène;L'Escarène;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;L'Escarène;06440;Escarène;06-057;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.3517085;43.8397674;0087756809;ESR;c;1;;;;43.8397674, 7.3517085
00218;Menton;Menton;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;Menton;06500;Menton;06-083;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.493300;43.774444;0087756486;MEN;b;2;;;;43.774444, 7.4933
00240;Pignans;Pignans;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Toulon;;1;1;Pignans;83790;Pignans;83-092;Var;Provence-Alpes-Côte d'Azur;6.2248459;43.298475;0087755389;PIG;c;1;;;;43.298475, 6.2248459
00241;Carnoules;Carnoules;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Toulon;;1;1;Carnoules;83660;Carnoules;83-033;Var;Provence-Alpes-Côte d'Azur;6.1862531;43.2974104;0087755371;CNS;c;1;;;;43.2974104, 6.1862531
00244;Solliès-Pont;Solliès-Pont;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Toulon;;1;1;Solliès-Pont;83210;Solliès-Pont;83-130;Var;Provence-Alpes-Côte d'Azur;6.0464158;43.1907805;0087755330;SIP;c;1;;;;43.1907805, 6.0464158
00249;Bandol;Bandol;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Toulon;;1;1;Bandol;83150;Bandol;83-009;Var;Provence-Alpes-Côte d'Azur;5.750118;43.140344;0087755223;BND;b;1;;;;43.140344, 5.750118
00251;Toulon;Toulon;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Toulon;;1;1;Toulon;83000;Toulon;83-137;Var;Provence-Alpes-Côte d'Azur;5.929293;43.128370;0087755009;TLN;a;2;;;;43.12837, 5.929293
00262;La Couronne Carro;La Couronne Carro;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Marseille;;1;1;La Couronne Carro;13500;Martigues;13-056;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;5.0517077;43.3398078;0087753541;CRQ;c;1;;;;43.3398078, 5.0517077
00269;Pas des Lanciers;Pas des Lanciers;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Marseille;;1;1;Pas des Lanciers;13730;Saint-Victoret;13-102;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;5.253822;43.409655;0087753285;PDL;b;1;;;;43.409655, 5.253822
00288;L'Ariane La Trinité;L'Ariane La Trinité;Oui;Non;AG Méditerranée;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;;1;1;L'Ariane La Trinité;06340;Trinité;06-149;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;7.3025298;43.7343716;0087751529;ATJ;c;1;;;;43.7343716, 7.3025298
00301;Moirans la Galifette;Moirans la Galifette;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Moirans la Galifette;38430;Moirans;38-239;Isère;Auvergne-Rhône-Alpes;5.565170;45.324154;0087747691;MFE;c;1;;;;45.324154, 5.56517
00302;Lus-la-Croix-Haute;Lus-la-Croix-Haute;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Lus-la-Croix-Haute;26620;Lus-la-Croix-Haute;26-168;Drôme;Auvergne-Rhône-Alpes;5.6973678;44.6709898;0087747667;LCX;c;1;;;;44.6709898, 5.6973678
00303;Clelles - Mens;Clelles - Mens;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Clelles - Mens;38930;Clelles;38-113;Isère;Auvergne-Rhône-Alpes;5.6050622;44.8272443;0087747626;CMS;c;1;;;;44.8272443, 5.6050622
00314;Saint-Égrève Saint-Robert;Saint-Égrève Saint-Robert;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Saint-Égrève Saint-Robert;38120;Saint-Égrève;38-382;Isère;Auvergne-Rhône-Alpes;5.6712687;45.2357234;0087747352;SEG;c;1;;;;45.2357234, 5.6712687
00319;Rives;Rives;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Rives;38140;Rives;38-337;Isère;Auvergne-Rhône-Alpes;5.491893;45.357535;0087747246;RIV;b;1;;;;45.357535, 5.491893
00322;Châbons;Châbons;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Châbons;38690;Châbons;38-065;Isère;Auvergne-Rhône-Alpes;5.4281009;45.4383566;0087747212;CKN;c;1;;;;45.4383566, 5.4281009
00324;Grenoble;Grenoble;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Grenoble;38000;Grenoble;38-185;Isère;Auvergne-Rhône-Alpes;5.714584;45.191493;0087747006;GRE;a;3;;;;45.191493, 5.714584
00326;Vallorcine;Vallorcine;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Vallorcine;74660;Vallorcine;74-290;Haute-Savoie;Auvergne-Rhône-Alpes;6.9326694;46.0324983;0087746875;VLO;c;1;;;;46.0324983, 6.9326694
00335;Les Bossons;Les Bossons;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Les Bossons;74400;Chamonix-Mont-Blanc;74-056;Haute-Savoie;Auvergne-Rhône-Alpes;6.8391969;45.9067455;0087746768;BHS;c;1;;;;45.9067455, 6.8391969
00337;Les Houches;Les Houches;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Les Houches;74310;Houches;74-143;Haute-Savoie;Auvergne-Rhône-Alpes;6.796924;45.8935639;0087746743;HOU;c;1;;;;45.8935639, 6.796924
00342;Reignier;Reignier;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Reignier;74930;Reignier-Ésery;74-220;Haute-Savoie;Auvergne-Rhône-Alpes;6.2675466;46.1256159;0087746511;REI;c;1;;;;46.1256159, 6.2675466
00353;Pringy;Pringy;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Pringy;74370;Pringy;74-217;Haute-Savoie;Auvergne-Rhône-Alpes;6.1232736;45.9395239;0087746206;PGY;c;1;;;;45.9395239, 6.1232736
00355;Albens;Albens;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Albens;73410;Entrelacs;73-010;Savoie;Auvergne-Rhône-Alpes;5.9483418;45.785946;0087746115;ABN;c;1;;;;45.785946, 5.9483418
00364;Annemasse;Annemasse;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Annemasse;74100;Annemasse;74-012;Haute-Savoie;Auvergne-Rhône-Alpes;6.236520;46.199222;0087745497;ANE;b;2;;;;46.199222, 6.23652
00372;Saint-Claude;Saint-Claude;Oui;Non;AG Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;;1;1;Saint-Claude;39200;Saint-Claude;39-478;Jura;Bourgogne-Franche-Comté;5.8603471;46.3899539;0087743633;SCL;c;1;;;;46.3899539, 5.8603471
00374;Oyonnax;Oyonnax;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Oyonnax;01100;Oyonnax;01-283;Ain;Auvergne-Rhône-Alpes;5.653338;46.259742;0087743534;OYO;b;1;;;;46.259742, 5.653338
00379;Villereversure;Villereversure;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Villereversure;01250;Villereversure;01-447;Ain;Auvergne-Rhône-Alpes;5.3977089;46.1944145;0087743328;VEU;c;1;;;;46.1944145, 5.3977089
00382;Pont-d'Ain;Pont-d'Ain;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Pont-d'Ain;01160;Pont-d'Ain;01-304;Ain;Auvergne-Rhône-Alpes;5.3343285;46.053961;0087743120;PDA;c;1;;;;46.053961, 5.3343285
00389;Bourg-Saint-Maurice;Bourg-Saint-Maurice;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Bourg-Saint-Maurice;73700;Bourg-Saint-Maurice;73-054;Savoie;Auvergne-Rhône-Alpes;6.771273;45.619036;0087741793;BSM;a;2;;;;45.619036, 6.771273
00397;Grésy-sur-Isère;Grésy-sur-Isère;Oui;Non;AG Centre Est Rhône Alpin;REGION ALPES;UG EEV ALPES;;1;1;Grésy-sur-Isère;73460;Grésy-sur-Isère;73-129;Savoie;Auvergne-Rhône-Alpes;6.2588584;45.594432;0087741611;TGG;c;1;;;;45.594432, 6.2588584
